Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-22F9E7C2,2024-05-28,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,5,2,0,On Time,None,0.68,1.0,3.17,68505.36,7414,Standard Shipping
ORD-742003E4,2024-03-09,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,8,7,0,On Time,None,0.79,8.6,4.12,6145.07,6866,Standard Shipping
ORD-D7696833,2025-09-12,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,28,0,On Time,None,0.21,0.7,3.52,779.85,1289,Standard Shipping
ORD-3C768B9D,2024-03-19,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,29,0,On Time,None,0.13,5.6,4.25,4432.42,7845,Standard Shipping
ORD-B15FB027,2025-01-02,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,45,14,Late,Geopolitical Conflict (Route Diversion),0.12,7.9,0.93,5783.68,6455,Re-routing
ORD-098C5F45,2025-05-12,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,8,0,On Time,None,0.81,4.6,1.71,3103.24,3429,Standard Shipping
ORD-2E3E5118,2025-08-12,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,4,1,0,On Time,None,0.34,2.7,2.51,44065.23,5979,Standard Shipping
ORD-4EF8B998,2024-08-09,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,19,0,On Time,None,0.39,6.5,2.39,5938.08,8544,Standard Shipping
ORD-397F7F51,2024-01-13,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,35,0,On Time,None,0.16,4.5,5.38,3414.46,5887,Standard Shipping
ORD-DCF9192A,2024-10-16,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,3,0,On Time,None,0.24,7.8,3.24,58461.04,8572,Standard Shipping
ORD-351B5EFB,2024-09-07,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,10,12,2,Late,Severe Weather (Typhoon/Storm),0.2,8.5,4.28,5441.76,7558,Standard Shipping
ORD-8D165BCE,2024-08-03,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,8,7,0,On Time,None,0.66,7.5,4.48,402.55,485,Standard Shipping
ORD-8D72BE07,2024-09-20,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,35,0,On Time,None,0.33,5.4,1.72,4960.9,7460,Standard Shipping
ORD-D2E83D87,2025-02-19,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,21,2,Late,Port Congestion,0.28,8.3,3.36,5539.78,7869,Standard Shipping
ORD-6F921348,2025-03-29,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,22,1,Late,Port Congestion,0.47,2.3,4.06,4654.53,5757,Standard Shipping
ORD-B5469782,2024-05-03,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,12,0,On Time,None,0.89,0.7,2.17,5935.55,6281,Standard Shipping
ORD-4C3566EA,2025-09-20,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.43,2.5,2.79,5035.74,7043,Standard Shipping
ORD-CE7B2B65,2024-01-10,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,9,7,0,On Time,None,0.7,7.9,6.65,2161.55,2543,Standard Shipping
ORD-0176CEFD,2024-08-09,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,35,0,On Time,None,0.12,1.7,3.45,2465.68,4403,Standard Shipping
ORD-0943EC25,2024-05-12,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,11,0,On Time,None,0.66,1.2,2.58,6498.07,7829,Standard Shipping
ORD-10903046,2025-06-17,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,13,12,0,On Time,None,0.2,7.0,1.4,2033.4,3389,Standard Shipping
ORD-9B274A39,2024-02-03,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,7,0,On Time,None,0.55,6.3,4.21,3874.22,4999,Standard Shipping
ORD-4DE0392B,2024-08-01,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,None,0.11,1.9,4.42,3140.75,5659,Standard Shipping
ORD-0969D8BE,2024-11-25,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,5,2,0,On Time,None,0.42,8.2,2.76,16088.6,2060,Standard Shipping
ORD-FCCBDFF1,2025-02-21,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,14,5,Late,Port Congestion,0.25,5.9,2.75,3020.18,4393,Standard Shipping
ORD-F5C23FA8,2025-01-16,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,5,3,0,On Time,None,0.34,2.1,3.38,30106.45,4085,Standard Shipping
ORD-406B57A3,2025-04-10,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,25,37,12,Late,Geopolitical Conflict (Route Diversion),0.18,2.9,4.9,13014.46,9191,Expedited Air Freight
ORD-3092DCA5,2025-05-06,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,10,1,Late,Port Congestion,0.35,4.9,3.39,3907.04,5262,Standard Shipping
ORD-8FDCEF8C,2024-01-15,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,13,12,0,On Time,None,0.67,9.9,4.1,1362.72,1632,Standard Shipping
ORD-C360E084,2024-03-02,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.72,8.0,5.12,3449.46,4011,Standard Shipping
ORD-8B4621AC,2025-08-05,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,None,0.47,1.4,4.77,3145.07,389,Standard Shipping
ORD-F08B18D3,2024-04-07,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,6,0,On Time,None,0.5,7.4,2.05,5076.0,6768,Standard Shipping
ORD-70682ED7,2024-04-16,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,None,0.52,1.7,1.07,4506.04,5929,Standard Shipping
ORD-C8E2392D,2024-09-04,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,7,0,On Time,None,0.51,3.9,2.91,5855.02,7755,Standard Shipping
ORD-0D047A29,2024-03-27,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,23,0,On Time,None,0.2,8.7,0.54,2361.6,3936,Standard Shipping
ORD-38717FCF,2025-06-20,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,15,12,0,On Time,None,0.76,9.0,3.64,1083.28,1231,Standard Shipping
ORD-A64B3F21,2025-10-11,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,23,0,On Time,None,0.76,2.8,2.74,7890.08,8966,Standard Shipping
ORD-06BC5C5E,2024-09-23,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,24,0,On Time,None,0.82,9.1,5.26,2537.08,2788,Standard Shipping
ORD-F61790CE,2025-01-09,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,None,0.22,3.0,3.26,3702.7,6070,Standard Shipping
ORD-39FF3B55,2025-11-01,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,19,0,On Time,None,0.14,5.0,5.91,2839.74,4982,Standard Shipping
ORD-05D919A6,2025-02-21,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,4,3,0,On Time,None,0.82,9.0,2.49,35165.13,3513,Standard Shipping
ORD-9DCF54F5,2025-05-01,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,37,35,0,On Time,None,0.83,9.0,1.97,7416.99,8106,Standard Shipping
ORD-8ADC084F,2024-12-28,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,35,0,On Time,None,0.43,0.0,4.23,3839.55,5370,Standard Shipping
ORD-300723B1,2025-05-15,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,7,0,On Time,None,0.6,2.6,1.71,3042.4,3803,Standard Shipping
ORD-2FD21E09,2025-06-15,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,3,0,On Time,None,0.84,8.9,3.75,24753.52,2446,Standard Shipping
ORD-AA998190,2025-11-02,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,17,0,On Time,None,0.75,5.2,2.98,7318.5,8364,Standard Shipping
ORD-43A4AC3C,2025-03-25,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,18,0,On Time,None,0.76,8.7,5.45,8214.8,9335,Standard Shipping
ORD-ACC088A4,2025-06-12,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,35,0,On Time,None,0.22,1.9,3.53,2953.01,4841,Standard Shipping
ORD-910099A5,2024-07-22,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,None,0.9,7.5,2.52,2954.5,3110,Standard Shipping
ORD-2E6CE49E,2025-01-28,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,2,0,On Time,None,0.57,8.9,2.42,73967.41,8566,Standard Shipping
ORD-5FD0A7D0,2024-10-21,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,26,0,On Time,None,0.74,3.8,2.99,2491.68,2864,Standard Shipping
ORD-4D0CCC7B,2025-08-09,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,None,0.41,9.0,2.22,498.43,707,Standard Shipping
ORD-2FFD3019,2024-07-23,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,33,0,On Time,None,0.43,2.9,3.96,3143.14,4396,Standard Shipping
ORD-59722CC6,2024-02-11,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,None,0.77,8.3,3.78,73616.07,7562,Standard Shipping
ORD-502B88BB,2024-05-20,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,15,12,0,On Time,None,0.43,3.1,5.76,5593.44,7823,Standard Shipping
ORD-AB50DEC2,2025-09-20,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,35,0,On Time,None,0.73,3.7,6.27,5407.11,6251,Standard Shipping
ORD-B3B6E339,2024-11-09,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,None,0.8,9.0,4.81,6772.5,7525,Standard Shipping
ORD-39C72C5E,2025-01-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,19,0,On Time,None,0.14,9.6,1.72,316.92,556,Standard Shipping
ORD-B68E8F99,2024-03-31,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,17,3,Late,Port Congestion,0.37,5.0,4.34,4682.25,6214,Standard Shipping
ORD-1633DAAB,2025-03-11,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,35,0,On Time,None,0.46,7.5,0.4,1292.1,1770,Standard Shipping
ORD-6B46D33F,2025-08-08,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,25,24,0,On Time,None,0.63,3.7,1.83,3453.97,4238,Standard Shipping
ORD-C8EEE3A4,2025-07-12,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,None,0.33,1.9,3.52,2723.84,4096,Standard Shipping
ORD-79150446,2025-12-03,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,37,0,On Time,None,0.79,4.3,1.49,7060.65,7889,Standard Shipping
ORD-A2D41863,2024-11-22,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,25,24,0,On Time,None,0.21,0.4,3.83,3109.7,5140,Standard Shipping
ORD-539F54FD,2025-03-09,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.68,8.8,2.71,4515.84,5376,Standard Shipping
ORD-F4DF0B37,2024-07-23,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,None,0.3,4.0,2.32,6420.05,9877,Standard Shipping
ORD-4122EEA1,2024-03-12,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,8,0,On Time,None,0.11,8.8,4.93,2778.89,5007,Standard Shipping
ORD-E52C7922,2025-05-14,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,12,0,On Time,None,0.42,1.8,3.49,2744.86,3866,Standard Shipping
ORD-C9D99950,2024-11-29,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,18,0,On Time,None,0.26,9.5,3.28,1341.9,2130,Standard Shipping
ORD-4ABFEFC8,2025-11-19,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,17,12,Late,Geopolitical Conflict (Route Diversion),0.3,4.9,3.54,115195.08,6713,Expedited Air Freight
ORD-03E0132F,2025-02-09,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,34,0,On Time,None,0.82,4.8,3.76,353.08,388,Standard Shipping
ORD-4990D437,2025-10-24,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,6,3,0,On Time,None,0.54,8.8,4.97,23792.23,2809,Standard Shipping
ORD-66A4F920,2024-10-20,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,4,1,0,On Time,None,0.6,7.9,2.68,8316.0,945,Standard Shipping
ORD-44330ECB,2025-04-18,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,12,0,On Time,None,0.62,0.8,4.2,3918.78,4838,Standard Shipping
ORD-74A7C3D7,2024-12-02,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,37,37,0,On Time,None,0.17,7.2,2.25,2480.98,4241,Standard Shipping
ORD-76A3B769,2025-04-01,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,10,8,0,On Time,None,0.15,7.0,3.86,466.32,811,Standard Shipping
ORD-1AF2827D,2025-08-01,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,17,0,On Time,None,0.24,8.4,5.4,586.52,946,Standard Shipping
ORD-18601A5C,2025-07-09,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,14,19,5,Late,Port Congestion,0.55,8.1,3.48,1132.98,1329,Standard Shipping
ORD-9AB6DE6D,2024-01-24,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,35,0,On Time,None,0.84,0.8,2.87,1452.68,1579,Standard Shipping
ORD-A2E37B1B,2024-06-28,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,None,0.89,2.1,5.62,7464.56,7899,Standard Shipping
ORD-AD1151D4,2024-02-07,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,25,23,0,On Time,None,0.61,4.1,2.53,4871.86,6052,Standard Shipping
ORD-FAA244E4,2024-12-31,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,19,0,On Time,None,0.63,5.1,3.28,1817.45,2230,Standard Shipping
ORD-41BE0895,2024-08-09,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,7,0,On Time,None,0.25,0.6,5.32,5834.38,9335,Standard Shipping
ORD-E58691EF,2025-02-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,20,18,0,On Time,None,0.51,4.0,5.8,645.52,855,Standard Shipping
ORD-942CAD85,2025-05-03,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,None,0.3,9.4,3.57,2644.2,4068,Standard Shipping
ORD-C220EFF1,2025-04-26,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Semiconductors,24,27,24,0,On Time,None,0.59,2.7,3.01,4185.67,5265,Standard Shipping
ORD-620F3174,2024-03-10,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,7,0,On Time,None,0.82,1.1,5.1,8192.73,9003,Standard Shipping
ORD-3CD79BC6,2025-04-14,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,40,2,Late,Port Congestion,0.24,8.7,3.5,2213.09,3245,Standard Shipping
ORD-9818A813,2025-01-17,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,24,0,On Time,None,0.83,6.0,2.16,4204.43,4595,Standard Shipping
ORD-EE4A94A0,2025-04-03,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,12,0,On Time,None,0.31,7.0,2.96,4176.28,6376,Standard Shipping
ORD-07F9DE6C,2024-09-25,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,37,35,0,On Time,None,0.66,3.2,4.11,3489.32,4204,Standard Shipping
ORD-E33D2CD9,2024-03-15,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.43,7.8,3.68,47512.46,6041,Standard Shipping
ORD-F8BB7D73,2024-02-04,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,11,0,On Time,None,0.31,0.3,4.59,413.96,632,Standard Shipping
ORD-D7F2CE75,2024-01-20,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,37,0,On Time,None,0.71,2.7,5.04,2527.38,2956,Standard Shipping
ORD-C33BFC27,2025-07-23,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,38,7,Late,Geopolitical Conflict (Route Diversion),0.7,4.8,3.6,146.88,108,Re-routing
ORD-4474F521,2024-10-07,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,35,0,On Time,None,0.69,2.5,1.26,7636.26,9037,Standard Shipping
ORD-BEB659A5,2024-08-08,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,27,0,On Time,None,0.45,3.4,4.57,2312.75,3190,Standard Shipping
ORD-0132BB56,2024-11-18,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,38,35,0,On Time,None,0.9,2.5,4.22,830.3,874,Standard Shipping
ORD-F400AB52,2024-09-13,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,2,0,On Time,None,0.15,2.1,4.11,14895.37,2355,Standard Shipping
ORD-99E87987,2025-04-14,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,10,1,Late,Port Congestion,0.17,5.2,2.0,1886.74,2932,Standard Shipping
ORD-2830B2AB,2025-11-21,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,20,1,Late,None,0.48,3.9,5.14,5089.72,6878,Standard Shipping
ORD-D7D31B02,2025-03-09,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,28,0,On Time,None,0.69,4.0,5.27,2572.18,3044,Standard Shipping
ORD-E6D602B9,2025-09-22,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,25,37,12,Late,Geopolitical Conflict (Route Diversion),0.78,3.2,5.08,4226.43,2968,Re-routing
ORD-15CDADE4,2024-11-12,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,13,0,On Time,None,0.53,8.1,3.09,706.1,923,Standard Shipping
ORD-353BFECF,2025-12-22,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,12,0,On Time,None,0.74,3.4,2.59,3640.95,4185,Standard Shipping
ORD-8E8372EB,2024-09-19,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,7,0,On Time,None,0.85,1.9,5.19,9038.18,9771,Standard Shipping
ORD-C3743820,2025-03-03,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,8,7,0,On Time,None,0.45,2.5,1.74,1180.3,1628,Standard Shipping
ORD-5F2DF156,2024-08-29,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,36,0,On Time,None,0.47,5.5,3.15,3982.23,5418,Standard Shipping
ORD-68BD8CF7,2025-12-22,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,None,0.67,8.6,4.03,194.55,233,Standard Shipping
ORD-3ADACA13,2025-06-10,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,27,0,On Time,None,0.6,7.2,2.62,4525.6,5657,Standard Shipping
ORD-A522549A,2025-06-26,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,4,4,0,On Time,None,0.52,4.4,6.41,43589.04,5214,Standard Shipping
ORD-EC523F79,2024-11-02,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,12,3,Late,Port Congestion,0.45,4.6,4.66,7844.21,9836,Standard Shipping
ORD-C8CE8D2D,2024-03-07,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,8,5,0,On Time,None,0.59,1.4,2.37,6426.78,8084,Standard Shipping
ORD-DB61CA3B,2025-03-17,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,36,0,On Time,None,0.46,4.9,3.31,3839.8,5260,Standard Shipping
ORD-4518E182,2024-09-28,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,12,0,On Time,None,0.71,3.0,3.16,2520.54,2948,Standard Shipping
ORD-41E5BBB5,2025-01-26,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,7,0,On Time,None,0.54,4.2,4.11,5032.72,6536,Standard Shipping
ORD-45143349,2024-06-06,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,6,4,0,On Time,None,0.72,1.3,3.18,81346.54,8599,Standard Shipping
ORD-32E9CC49,2025-09-14,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.86,2.1,2.69,7828.74,8418,Standard Shipping
ORD-35B04F2E,2024-07-16,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,5,4,0,On Time,None,0.87,3.0,2.63,38537.9,3747,Standard Shipping
ORD-D286CA30,2025-02-12,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,12,0,On Time,None,0.6,2.5,1.41,7064.8,8831,Standard Shipping
ORD-8201FA96,2024-03-26,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,None,0.8,1.7,5.59,5860.8,6512,Standard Shipping
ORD-D1110D9E,2024-06-05,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.2,1.6,3.83,1426.2,2377,Standard Shipping
ORD-A45183E3,2024-04-22,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.53,10.0,2.73,6334.2,8280,Standard Shipping
ORD-278EC3F4,2024-12-27,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,34,0,On Time,None,0.27,4.8,4.0,3091.18,4868,Standard Shipping
ORD-4CE332D5,2025-02-12,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,37,34,0,On Time,None,0.23,8.4,3.38,2335.15,3797,Standard Shipping
ORD-9CCD9444,2024-09-14,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,20,0,On Time,None,0.32,2.1,4.92,2496.12,3782,Standard Shipping
ORD-E66E22CC,2024-06-06,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.88,4.0,2.13,13741.86,1329,Standard Shipping
ORD-7233A463,2025-03-06,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,21,18,0,On Time,None,0.29,8.1,4.01,183.18,284,Standard Shipping
ORD-E15A46AB,2024-04-01,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,9,7,0,On Time,None,0.22,3.9,5.05,4982.48,8168,Standard Shipping
ORD-4A2A6370,2025-10-14,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,None,0.14,9.9,3.06,4918.53,8629,Standard Shipping
ORD-B538A55B,2024-05-12,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.24,4.4,3.77,4330.08,6984,Standard Shipping
ORD-293CF638,2025-04-25,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,15,13,0,On Time,None,0.69,2.2,5.17,160.55,190,Standard Shipping
ORD-DE36C620,2024-11-14,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,3,2,0,On Time,None,0.87,9.4,0.58,33889.08,3295,Standard Shipping
ORD-E0889345,2025-12-06,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,27,0,On Time,None,0.66,8.4,1.55,6343.69,7643,Standard Shipping
ORD-E98CA595,2024-07-09,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,None,0.86,5.4,4.13,3215.94,3458,Standard Shipping
ORD-051511E0,2024-07-31,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,5,3,0,On Time,None,0.55,9.1,5.15,23085.7,2708,Standard Shipping
ORD-43F5A134,2024-12-23,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,13,0,On Time,None,0.58,1.8,4.64,2947.49,3731,Standard Shipping
ORD-03A31FC9,2024-11-14,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,18,0,On Time,None,0.15,8.0,4.31,587.07,1021,Standard Shipping
ORD-D1E97389,2025-05-23,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.63,5.0,4.26,4301.57,5278,Standard Shipping
ORD-CC32C0D6,2025-05-01,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,14,6,Late,Port Congestion,0.29,3.1,2.9,5016.88,7071,Standard Shipping
ORD-FB1913FC,2025-02-24,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,18,0,On Time,None,0.32,3.2,4.11,1651.98,2503,Standard Shipping
ORD-7409F06A,2024-10-29,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,14,12,0,On Time,None,0.37,8.8,2.53,4464.83,6518,Standard Shipping
ORD-8AAF9994,2024-01-19,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,14,12,0,On Time,None,0.42,7.7,2.63,5157.44,7264,Standard Shipping
ORD-86E49603,2024-08-01,"Mumbai, IN","Felixstowe, UK",Suez,Air,Semiconductors,3,6,3,0,On Time,None,0.78,8.7,4.84,78094.83,7977,Standard Shipping
